locus_tag	ftype	length_bp	gene	EC_number	COG	product
EFNKBEDD_01475	CDS	282				hypothetical protein
EFNKBEDD_01476	CDS	528				hypothetical protein
EFNKBEDD_01477	CDS	3528	rcsC_37	2.7.13.3		Sensor histidine kinase RcsC
EFNKBEDD_01478	CDS	1122	rcsC_38	2.7.13.3		Sensor histidine kinase RcsC
EFNKBEDD_01479	CDS	1815	pknD_12	2.7.11.1		Serine/threonine-protein kinase PknD
EFNKBEDD_01480	CDS	2388				hypothetical protein
EFNKBEDD_01481	CDS	777				hypothetical protein
EFNKBEDD_01482	CDS	1995				hypothetical protein
EFNKBEDD_01483	CDS	1005				hypothetical protein
EFNKBEDD_01484	CDS	1956				hypothetical protein
EFNKBEDD_01485	CDS	723	pbsA1	1.14.14.18		Heme oxygenase 1
EFNKBEDD_01486	CDS	255				hypothetical protein
EFNKBEDD_01487	CDS	1452	actP			Cation/acetate symporter ActP
EFNKBEDD_01488	CDS	186				hypothetical protein
EFNKBEDD_01489	CDS	294				hypothetical protein
EFNKBEDD_01490	CDS	573				hypothetical protein
EFNKBEDD_01491	CDS	420	fitB_1	3.1.-.-		Toxin FitB
EFNKBEDD_01492	CDS	264				hypothetical protein
EFNKBEDD_01493	CDS	1485	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
EFNKBEDD_01494	CDS	2067				hypothetical protein
EFNKBEDD_01495	CDS	2529				hypothetical protein
EFNKBEDD_01496	CDS	3822	rcsC_39	2.7.13.3		Sensor histidine kinase RcsC
EFNKBEDD_01497	CDS	1827	rssB_7			Regulator of RpoS
EFNKBEDD_01498	CDS	2277	rcsC_40	2.7.13.3		Sensor histidine kinase RcsC
EFNKBEDD_01499	CDS	2397	rcsC_41	2.7.13.3		Sensor histidine kinase RcsC
EFNKBEDD_01500	CDS	1386	rcsC_42	2.7.13.3		Sensor histidine kinase RcsC
EFNKBEDD_01501	CDS	603				hypothetical protein
EFNKBEDD_01502	CDS	1683	smc_4			Chromosome partition protein Smc
EFNKBEDD_01503	CDS	1269	rssB_8			Regulator of RpoS
EFNKBEDD_01504	CDS	366	phoP_1		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
EFNKBEDD_01505	CDS	531				hypothetical protein
EFNKBEDD_01506	CDS	2931				hypothetical protein
EFNKBEDD_01507	CDS	5517				hypothetical protein
EFNKBEDD_01508	CDS	1953	rcsC_43	2.7.13.3		Sensor histidine kinase RcsC
EFNKBEDD_01509	CDS	222				hypothetical protein
EFNKBEDD_01510	CDS	939				hypothetical protein
EFNKBEDD_01511	CDS	1362				hypothetical protein
EFNKBEDD_01512	CDS	1353				hypothetical protein
EFNKBEDD_01513	CDS	366				hypothetical protein
EFNKBEDD_01514	CDS	558	yqgN		COG0212	putative protein YqgN
EFNKBEDD_01515	CDS	369				Ferredoxin-1
EFNKBEDD_01516	CDS	531				hypothetical protein
EFNKBEDD_01517	CDS	174				hypothetical protein
EFNKBEDD_01518	CDS	399				hypothetical protein
EFNKBEDD_01519	CDS	558				IS630 family transposase ISAtsp7
EFNKBEDD_01520	CDS	387				hypothetical protein
EFNKBEDD_01521	CDS	141				hypothetical protein
EFNKBEDD_01522	CDS	678	suhB_1	3.1.3.25	COG0483	Inositol-1-monophosphatase
EFNKBEDD_01523	CDS	921	dnaJ_4			Chaperone protein DnaJ
EFNKBEDD_01524	CDS	1236	hisZ		COG3705	ATP phosphoribosyltransferase regulatory subunit
EFNKBEDD_01525	CDS	231	fprB	1.18.1.2	COG0493	putative ferredoxin/ferredoxin--NADP reductase
EFNKBEDD_01526	CDS	1152				hypothetical protein
EFNKBEDD_01527	CDS	243				hypothetical protein
EFNKBEDD_01528	CDS	1908				hypothetical protein
EFNKBEDD_01529	CDS	1569	oleC	6.1.3.1	COG0318	Olefin beta-lactone synthetase
EFNKBEDD_01530	CDS	1173	COQ5_3	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
EFNKBEDD_01531	CDS	696				hypothetical protein
EFNKBEDD_01532	CDS	552				hypothetical protein
EFNKBEDD_01533	CDS	1107				hypothetical protein
EFNKBEDD_01534	CDS	291				hypothetical protein
EFNKBEDD_01535	CDS	552				IS701 family transposase ISNpu6
EFNKBEDD_01536	CDS	612				hypothetical protein
EFNKBEDD_01537	CDS	258				hypothetical protein
EFNKBEDD_01538	tRNA	74				tRNA-His(gtg)
EFNKBEDD_01539	CDS	1266				hypothetical protein
EFNKBEDD_01540	CDS	147				hypothetical protein
EFNKBEDD_01541	CDS	675				hypothetical protein
EFNKBEDD_01542	CDS	891				hypothetical protein
EFNKBEDD_01543	CDS	906				hypothetical protein
EFNKBEDD_01544	CDS	789	rlmB_2	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
EFNKBEDD_01545	CDS	1239	codA	3.5.4.1	COG0402	Cytosine deaminase
EFNKBEDD_01546	CDS	2064	pknD_13	2.7.11.1		Serine/threonine-protein kinase PknD
EFNKBEDD_01547	CDS	567				hypothetical protein
EFNKBEDD_01548	CDS	99				hypothetical protein
EFNKBEDD_01549	CDS	312				hypothetical protein
EFNKBEDD_01550	CDS	126				hypothetical protein
EFNKBEDD_01551	CDS	222				hypothetical protein
EFNKBEDD_01552	CDS	324				hypothetical protein
EFNKBEDD_01553	CDS	387	vapC_1	3.1.-.-		tRNA(fMet)-specific endonuclease VapC
EFNKBEDD_01554	CDS	219				hypothetical protein
EFNKBEDD_01555	CDS	2928	ycf3_6			Photosystem I assembly protein Ycf3
EFNKBEDD_01556	CDS	1503				hypothetical protein
EFNKBEDD_01557	CDS	1164				hypothetical protein
EFNKBEDD_01558	CDS	963				hypothetical protein
EFNKBEDD_01559	CDS	1272	pyrP			Uracil permease
EFNKBEDD_01560	CDS	963	yjiA_1	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
EFNKBEDD_01561	CDS	504				hypothetical protein
EFNKBEDD_01562	CDS	741		4.2.1.84		Low-molecular weight cobalt-containing nitrile hydratase subunit beta
EFNKBEDD_01563	CDS	627		4.2.1.84		Low-molecular weight cobalt-containing nitrile hydratase subunit alpha
EFNKBEDD_01564	CDS	378				hypothetical protein
EFNKBEDD_01565	CDS	1164		2.6.1.1	COG0436	Aspartate aminotransferase
EFNKBEDD_01566	CDS	1848	cpoB_3			Cell division coordinator CpoB
EFNKBEDD_01567	CDS	630				hypothetical protein
EFNKBEDD_01568	CDS	759				hypothetical protein
EFNKBEDD_01569	CDS	768				hypothetical protein
EFNKBEDD_01570	CDS	861			COG1305	putative protein
EFNKBEDD_01571	CDS	957				hypothetical protein
EFNKBEDD_01572	CDS	216				hypothetical protein
EFNKBEDD_01573	CDS	576				hypothetical protein
EFNKBEDD_01574	CDS	1434			COG2308	putative protein
EFNKBEDD_01575	CDS	876				hypothetical protein
EFNKBEDD_01576	CDS	1413	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
EFNKBEDD_01577	CDS	1005				hypothetical protein
EFNKBEDD_01578	CDS	333				hypothetical protein
EFNKBEDD_01579	CDS	231				hypothetical protein
EFNKBEDD_01580	CDS	600				hypothetical protein
EFNKBEDD_01581	CDS	1359				hypothetical protein
EFNKBEDD_01582	CDS	273				hypothetical protein
EFNKBEDD_01583	CDS	993	der_3			GTPase Der
EFNKBEDD_01584	CDS	327				hypothetical protein
EFNKBEDD_01585	CDS	231				hypothetical protein
EFNKBEDD_01586	CDS	180				hypothetical protein
EFNKBEDD_01587	CDS	354				hypothetical protein
EFNKBEDD_01588	CDS	2499				hypothetical protein
EFNKBEDD_01589	CDS	1149				hypothetical protein
EFNKBEDD_01590	CDS	468				hypothetical protein
EFNKBEDD_01591	CDS	3009				hypothetical protein
EFNKBEDD_01592	CDS	534	infC			Translation initiation factor IF-3
EFNKBEDD_01593	CDS	522	ilvH	2.2.1.6	COG0440	Putative acetolactate synthase small subunit
EFNKBEDD_01594	CDS	306	ccmK_1		COG4577	Carbon dioxide-concentrating mechanism protein CcmK
EFNKBEDD_01595	CDS	357	ccmK4			Carbon dioxide-concentrating mechanism protein CcmK 
EFNKBEDD_01596	CDS	1344				hypothetical protein
EFNKBEDD_01597	CDS	1395	tldD_1	3.4.-.-	COG0312	Metalloprotease TldD
EFNKBEDD_01598	CDS	1164	aspC	2.6.1.1		Aspartate aminotransferase
EFNKBEDD_01599	CDS	375	dnaJ_5			Chaperone protein DnaJ
EFNKBEDD_01600	CDS	354				hypothetical protein
EFNKBEDD_01601	CDS	2433	rcsC_44	2.7.13.3		Sensor histidine kinase RcsC
EFNKBEDD_01602	CDS	582				hypothetical protein
EFNKBEDD_01603	CDS	2844				hypothetical protein
EFNKBEDD_01604	CDS	531	aroE_1	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
EFNKBEDD_01605	CDS	327	aroE_2	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
EFNKBEDD_01606	CDS	567				hypothetical protein
EFNKBEDD_01607	CDS	654				hypothetical protein
EFNKBEDD_01608	CDS	687				hypothetical protein
EFNKBEDD_01609	CDS	2769				hypothetical protein
EFNKBEDD_01610	CDS	147				hypothetical protein
EFNKBEDD_01611	CDS	324				hypothetical protein
EFNKBEDD_01612	CDS	555	COQ3_2	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
EFNKBEDD_01613	CDS	798		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
EFNKBEDD_01614	CDS	576				hypothetical protein
EFNKBEDD_01615	CDS	2919				hypothetical protein
EFNKBEDD_01616	CDS	924	menH_3	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
EFNKBEDD_01617	CDS	453				hypothetical protein
EFNKBEDD_01618	CDS	411				hypothetical protein
EFNKBEDD_01619	CDS	504				hypothetical protein
EFNKBEDD_01620	CDS	1248	ubiI	1.14.13.240	COG0654	2-octaprenylphenol hydroxylase
EFNKBEDD_01621	CDS	255				hypothetical protein
EFNKBEDD_01622	CDS	738	cysH_1	1.8.4.8	COG0175	Phosphoadenosine phosphosulfate reductase
EFNKBEDD_01623	CDS	600				hypothetical protein
EFNKBEDD_01624	CDS	717				hypothetical protein
EFNKBEDD_01625	CDS	372				hypothetical protein
EFNKBEDD_01626	CDS	1113	iolG_2	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
EFNKBEDD_01627	CDS	471				hypothetical protein
EFNKBEDD_01628	CDS	852	yitU	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU
EFNKBEDD_01629	CDS	1599	dnaK_2			Chaperone protein DnaK
EFNKBEDD_01630	CDS	405	rsxB	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
EFNKBEDD_01631	CDS	483				hypothetical protein
EFNKBEDD_01632	CDS	2502				hypothetical protein
EFNKBEDD_01633	CDS	2256	pacS	7.2.2.8		putative copper-transporting ATPase PacS
EFNKBEDD_01634	CDS	954				hypothetical protein
EFNKBEDD_01635	CDS	1170				hypothetical protein
EFNKBEDD_01636	CDS	1104	pglJ	2.4.1.291	COG0438	N-acetylgalactosamine-N,N'-diacetylbacillosaminyl-diphospho-undecaprenol 4-alpha-N-acetylgalactosaminyltransferase
EFNKBEDD_01637	CDS	945				hypothetical protein
EFNKBEDD_01638	CDS	318				hypothetical protein
EFNKBEDD_01639	CDS	126				hypothetical protein
EFNKBEDD_01640	CDS	1572	nagZ	3.2.1.52		Beta-hexosaminidase
EFNKBEDD_01641	CDS	411	rbfA		COG0858	Ribosome-binding factor A
EFNKBEDD_01642	CDS	204				hypothetical protein
EFNKBEDD_01643	CDS	384	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
EFNKBEDD_01644	CDS	372	folX	5.1.99.7	COG1539	Dihydroneopterin triphosphate 2'-epimerase
EFNKBEDD_01645	CDS	723	ygfF	1.-.-.-		putative oxidoreductase YgfF
EFNKBEDD_01646	CDS	846	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
EFNKBEDD_01647	CDS	606				hypothetical protein
EFNKBEDD_01648	tRNA	73				tRNA-Val(tac)
EFNKBEDD_01649	CDS	1467	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
EFNKBEDD_01650	CDS	153				hypothetical protein
EFNKBEDD_01651	CDS	1425	pds_1	1.3.5.5	COG3349	15-cis-phytoene desaturase
EFNKBEDD_01652	CDS	924	crtB	2.5.1.32		15-cis-phytoene synthase
EFNKBEDD_01653	CDS	663				hypothetical protein
EFNKBEDD_01654	CDS	1479	iolA	1.2.1.-	COG1012	Malonate-semialdehyde dehydrogenase
EFNKBEDD_01655	CDS	1263	rcsC_45	2.7.13.3		Sensor histidine kinase RcsC
EFNKBEDD_01656	CDS	675			COG4663	Monocarboxylate 2-oxoacid-binding periplasmic protein
EFNKBEDD_01657	CDS	474			COG4663	Monocarboxylate 2-oxoacid-binding periplasmic protein
EFNKBEDD_01658	CDS	2724	rcsC_46	2.7.13.3		Sensor histidine kinase RcsC
EFNKBEDD_01659	CDS	1170				hypothetical protein
EFNKBEDD_01660	CDS	903				hypothetical protein
EFNKBEDD_01661	CDS	1203				hypothetical protein
EFNKBEDD_01662	CDS	1098				hypothetical protein
EFNKBEDD_01663	CDS	441				hypothetical protein
EFNKBEDD_01664	CDS	627				hypothetical protein
EFNKBEDD_01665	CDS	1266				hypothetical protein
EFNKBEDD_01666	CDS	2019				hypothetical protein
EFNKBEDD_01667	CDS	102				hypothetical protein
EFNKBEDD_01668	CDS	1746	pknD_14	2.7.11.1		Serine/threonine-protein kinase PknD
EFNKBEDD_01669	CDS	660				hypothetical protein
EFNKBEDD_01670	CDS	468				hypothetical protein
EFNKBEDD_01671	CDS	357				hypothetical protein
EFNKBEDD_01672	CDS	684				hypothetical protein
EFNKBEDD_01673	CDS	498				hypothetical protein
EFNKBEDD_01674	CDS	483	nqrF	7.2.1.1		Na(+)-translocating NADH-quinone reductase subunit F
EFNKBEDD_01675	CDS	819				hypothetical protein
EFNKBEDD_01676	CDS	1017	cmpR_1			HTH-type transcriptional activator CmpR
EFNKBEDD_01677	CDS	1386	spkF_2	2.7.11.1		Serine/threonine-protein kinase F
EFNKBEDD_01678	CDS	1038		3.5.3.24	COG0010	N(1)-aminopropylagmatine ureohydrolase
EFNKBEDD_01679	CDS	384				hypothetical protein
EFNKBEDD_01680	CDS	1536	crtI	1.3.99.28	COG1233	Phytoene desaturase (neurosporene-forming)
EFNKBEDD_01681	CDS	201				hypothetical protein
EFNKBEDD_01682	CDS	2238	ppk	2.7.4.1	COG0855	Polyphosphate kinase
EFNKBEDD_01683	CDS	1689	glgE	2.4.99.16		Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase
EFNKBEDD_01684	CDS	558				hypothetical protein
EFNKBEDD_01685	CDS	432				hypothetical protein
EFNKBEDD_01686	CDS	1914	dnaK2			Chaperone protein dnaK2
EFNKBEDD_01687	CDS	2589	topA	5.6.2.1	COG0550	DNA topoisomerase 1
EFNKBEDD_01688	CDS	1698				hypothetical protein
EFNKBEDD_01689	CDS	429	rsbW_2	2.7.11.1		Serine-protein kinase RsbW
EFNKBEDD_01690	CDS	954	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
EFNKBEDD_01691	CDS	774				hypothetical protein
EFNKBEDD_01692	CDS	660	nikO	3.6.3.-	COG1122	Nickel import ATP-binding protein NikO
EFNKBEDD_01693	CDS	1317				hypothetical protein
EFNKBEDD_01694	CDS	873	glxR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
EFNKBEDD_01695	CDS	345				hypothetical protein
EFNKBEDD_01696	CDS	351				hypothetical protein
EFNKBEDD_01697	CDS	1284				IS200/IS605 family transposase ISAsp11
EFNKBEDD_01698	CDS	858	cocE_1	3.1.1.84		Cocaine esterase
EFNKBEDD_01699	CDS	786	cocE_2	3.1.1.84		Cocaine esterase
EFNKBEDD_01700	CDS	639	cbiM_1			Cobalt transport protein CbiM
EFNKBEDD_01701	CDS	558				hypothetical protein
EFNKBEDD_01702	CDS	843				hypothetical protein
EFNKBEDD_01703	CDS	1365	rcsC_47	2.7.13.3		Sensor histidine kinase RcsC
EFNKBEDD_01704	CDS	600				hypothetical protein
EFNKBEDD_01705	CDS	699				hypothetical protein
EFNKBEDD_01706	CDS	978	thadh	4.3.1.16		L-threo-3-hydroxyaspartate ammonia-lyase
EFNKBEDD_01707	CDS	756				hypothetical protein
EFNKBEDD_01708	CDS	585		3.5.1.104	COG0726	Peptidoglycan-N-acetylglucosamine deacetylase
EFNKBEDD_01709	CDS	579				hypothetical protein
EFNKBEDD_01710	CDS	558				IS630 family transposase ISAtsp7
EFNKBEDD_01711	CDS	432				hypothetical protein
EFNKBEDD_01712	CDS	618				hypothetical protein
EFNKBEDD_01713	CDS	336				hypothetical protein
EFNKBEDD_01714	CDS	417				hypothetical protein
EFNKBEDD_01715	CDS	2166				hypothetical protein
EFNKBEDD_01716	CDS	648	hpf		COG1544	Ribosome hibernation promotion factor
EFNKBEDD_01717	CDS	663	lipB	2.3.1.181	COG0321	Octanoyltransferase
EFNKBEDD_01718	CDS	477				Single-stranded DNA-binding protein
EFNKBEDD_01719	CDS	357				hypothetical protein
EFNKBEDD_01720	CDS	483	sodN	1.15.1.1		Superoxide dismutase [Ni]
EFNKBEDD_01721	CDS	354				hypothetical protein
EFNKBEDD_01722	CDS	678			COG1926	putative protein
EFNKBEDD_01723	CDS	1389	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
EFNKBEDD_01724	CDS	1032				hypothetical protein
EFNKBEDD_01725	CDS	807				hypothetical protein
EFNKBEDD_01726	CDS	774	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
EFNKBEDD_01727	CDS	873	wbbL	2.4.1.289	COG1216	N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase
EFNKBEDD_01728	CDS	450				hypothetical protein
EFNKBEDD_01729	CDS	975	kefG	1.6.5.2		Glutathione-regulated potassium-efflux system ancillary protein KefG
EFNKBEDD_01730	CDS	1074	mshA_3	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
EFNKBEDD_01731	CDS	246				hypothetical protein
EFNKBEDD_01732	CDS	237				hypothetical protein
EFNKBEDD_01733	CDS	132				hypothetical protein
EFNKBEDD_01734	CDS	1137	mshA_4	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
EFNKBEDD_01735	CDS	549				hypothetical protein
EFNKBEDD_01736	CDS	1293				hypothetical protein
EFNKBEDD_01737	CDS	255				hypothetical protein
EFNKBEDD_01738	CDS	513				hypothetical protein
EFNKBEDD_01739	CDS	1536				hypothetical protein
EFNKBEDD_01740	CDS	594	nrdR			Transcriptional repressor NrdR
EFNKBEDD_01741	CDS	96	psbT			Photosystem II reaction center protein T
EFNKBEDD_01742	CDS	1527	psbB			Photosystem II CP47 reaction center protein
EFNKBEDD_01743	CDS	297				hypothetical protein
EFNKBEDD_01744	CDS	114	psbM			Photosystem II reaction center protein M
EFNKBEDD_01745	CDS	453				hypothetical protein
EFNKBEDD_01746	CDS	351				hypothetical protein
EFNKBEDD_01747	CDS	504				hypothetical protein
EFNKBEDD_01748	CDS	375				hypothetical protein
EFNKBEDD_01749	CDS	1623				hypothetical protein
EFNKBEDD_01750	CDS	1266	tolB_2			Tol-Pal system protein TolB
EFNKBEDD_01751	CDS	426				hypothetical protein
EFNKBEDD_01752	CDS	234				hypothetical protein
EFNKBEDD_01753	CDS	123				hypothetical protein
EFNKBEDD_01754	CDS	828				hypothetical protein
EFNKBEDD_01755	CDS	702				hypothetical protein
EFNKBEDD_01756	CDS	1695				hypothetical protein
EFNKBEDD_01757	CDS	237				hypothetical protein
EFNKBEDD_01758	CDS	717				hypothetical protein
EFNKBEDD_01759	CDS	915				hypothetical protein
EFNKBEDD_01760	CDS	558				IS630 family transposase ISAtsp7
EFNKBEDD_01761	CDS	687	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
EFNKBEDD_01762	CDS	885	cphB	3.4.15.6		Cyanophycinase
EFNKBEDD_01763	CDS	2625	cphA	6.3.2.29	COG0769	Cyanophycin synthetase
EFNKBEDD_01764	CDS	198	tatA_1			Sec-independent protein translocase protein TatA
EFNKBEDD_01765	CDS	768	pcyA_1	1.3.7.5		Phycocyanobilin:ferredoxin oxidoreductase
EFNKBEDD_01766	CDS	534				hypothetical protein
EFNKBEDD_01767	CDS	1482				hypothetical protein
EFNKBEDD_01768	CDS	2328				hypothetical protein
EFNKBEDD_01769	CDS	1335				hypothetical protein
EFNKBEDD_01770	CDS	993				hypothetical protein
EFNKBEDD_01771	CDS	720	COQ3_3	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
EFNKBEDD_01772	CDS	333				hypothetical protein
EFNKBEDD_01773	CDS	1443				hypothetical protein
EFNKBEDD_01774	CDS	579				hypothetical protein
EFNKBEDD_01775	CDS	1038	tas		COG0667	Protein tas
EFNKBEDD_01776	CDS	1041				hypothetical protein
EFNKBEDD_01777	CDS	681				hypothetical protein
EFNKBEDD_01778	tRNA	75				tRNA-Ala(cgc)
EFNKBEDD_01779	CDS	726		3.1.3.-	COG0637	Phosphorylated carbohydrates phosphatase
EFNKBEDD_01780	CDS	861	COQ5_4	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
EFNKBEDD_01781	CDS	285				hypothetical protein
EFNKBEDD_01782	CDS	120	psbX			Photosystem II reaction center X protein
EFNKBEDD_01783	CDS	852				hypothetical protein
EFNKBEDD_01784	CDS	534	tolB_3			Tol-Pal system protein TolB
EFNKBEDD_01785	CDS	480	tolB_4			Tol-Pal system protein TolB
EFNKBEDD_01786	CDS	240				hypothetical protein
EFNKBEDD_01787	CDS	1032				hypothetical protein
EFNKBEDD_01788	CDS	414				hypothetical protein
EFNKBEDD_01789	CDS	915				hypothetical protein
EFNKBEDD_01790	CDS	1260	cbiET		COG2241	Cobalamin biosynthesis bifunctional protein CbiET
EFNKBEDD_01791	CDS	600	cbiC_1	5.4.99.60	COG2082	Cobalt-precorrin-8 methylmutase
EFNKBEDD_01792	CDS	720				hypothetical protein
EFNKBEDD_01793	CDS	858	rsbU	3.1.3.3	COG2208	Phosphoserine phosphatase RsbU
EFNKBEDD_01794	CDS	183				hypothetical protein
EFNKBEDD_01795	CDS	1182				hypothetical protein
EFNKBEDD_01796	CDS	1839	ftsH3	3.4.24.-		ATP-dependent zinc metalloprotease FtsH 3
EFNKBEDD_01797	CDS	600	coaE	2.7.1.24		Dephospho-CoA kinase
EFNKBEDD_01798	CDS	351				hypothetical protein
EFNKBEDD_01799	CDS	384				hypothetical protein
EFNKBEDD_01800	CDS	930	dmlR_2			HTH-type transcriptional regulator DmlR
EFNKBEDD_01801	CDS	627	ycaC	4.-.-.-	COG1335	putative hydrolase YcaC
EFNKBEDD_01802	CDS	606	drgA			Protein DrgA
EFNKBEDD_01803	CDS	378	ogt	2.1.1.63		Methylated-DNA--protein-cysteine methyltransferase
EFNKBEDD_01804	CDS	519				hypothetical protein
EFNKBEDD_01805	CDS	1965	nfdA	3.5.1.91		N-substituted formamide deformylase
EFNKBEDD_01806	CDS	570				hypothetical protein
EFNKBEDD_01807	CDS	603				hypothetical protein
EFNKBEDD_01808	CDS	258	rbr		COG1592	Rubrerythrin
EFNKBEDD_01809	CDS	624				hypothetical protein
EFNKBEDD_01810	CDS	234				hypothetical protein
EFNKBEDD_01811	CDS	558				IS630 family transposase ISAtsp7
EFNKBEDD_01812	CDS	204				hypothetical protein
EFNKBEDD_01813	CDS	582				hypothetical protein
EFNKBEDD_01814	CDS	1386				hypothetical protein
EFNKBEDD_01815	CDS	804				hypothetical protein
EFNKBEDD_01816	CDS	1599				hypothetical protein
EFNKBEDD_01817	CDS	540				hypothetical protein
EFNKBEDD_01818	CDS	297				hypothetical protein
EFNKBEDD_01819	CDS	264				hypothetical protein
EFNKBEDD_01820	CDS	234				IS701 family transposase IS701
EFNKBEDD_01821	CDS	615				IS701 family transposase ISAcma24
EFNKBEDD_01822	tRNA	75				tRNA-Arg(cct)
EFNKBEDD_01823	CDS	1575	lysS	6.1.1.6	COG1384	Lysine--tRNA ligase
EFNKBEDD_01824	CDS	1446		1.13.11.75		Apocarotenoid-15,15'-oxygenase
EFNKBEDD_01825	CDS	783				hypothetical protein
EFNKBEDD_01826	CDS	585				hypothetical protein
EFNKBEDD_01827	CDS	519				hypothetical protein
EFNKBEDD_01828	CDS	765			COG1842	Phage shock protein A 
EFNKBEDD_01829	CDS	735			COG1842	Phage shock protein A 
EFNKBEDD_01830	CDS	1446				hypothetical protein
EFNKBEDD_01831	CDS	315				hypothetical protein
EFNKBEDD_01832	CDS	1881	cpoB_4			Cell division coordinator CpoB
EFNKBEDD_01833	CDS	234				hypothetical protein
EFNKBEDD_01834	CDS	171				hypothetical protein
EFNKBEDD_01835	CDS	414				hypothetical protein
EFNKBEDD_01836	CDS	270				hypothetical protein
EFNKBEDD_01837	CDS	240				hypothetical protein
EFNKBEDD_01838	CDS	432				hypothetical protein
EFNKBEDD_01839	CDS	1371				hypothetical protein
EFNKBEDD_01840	CDS	651	rplC		COG0087	50S ribosomal protein L3
EFNKBEDD_01841	CDS	303	rplD_1		COG0088	50S ribosomal protein L4
EFNKBEDD_01842	CDS	333	rplD_2			50S ribosomal protein L4
EFNKBEDD_01843	CDS	315	rplW			50S ribosomal protein L23
EFNKBEDD_01844	CDS	741	rplB		COG0090	50S ribosomal protein L2
EFNKBEDD_01845	CDS	279	rpsS		COG0185	30S ribosomal protein S19
EFNKBEDD_01846	CDS	363	rplV		COG0091	50S ribosomal protein L22
EFNKBEDD_01847	CDS	732	rpsC			30S ribosomal protein S3
EFNKBEDD_01848	CDS	417	rplP		COG0197	50S ribosomal protein L16
EFNKBEDD_01849	CDS	255				hypothetical protein
EFNKBEDD_01850	CDS	243	rpsQ		COG0186	30S ribosomal protein S17
EFNKBEDD_01851	CDS	366	rplN			50S ribosomal protein L14
EFNKBEDD_01852	CDS	351	rplX		COG0198	50S ribosomal protein L24
EFNKBEDD_01853	CDS	546	rplE		COG0094	50S ribosomal protein L5
EFNKBEDD_01854	CDS	402	rpsH		COG0096	30S ribosomal protein S8
EFNKBEDD_01855	CDS	564	rplF			50S ribosomal protein L6
